transaction_id,user_id,date,category,amount
TXN0005893,U07503,2025-12-09,Food & Drink,26.77
TXN0005894,U05721,2025-09-18,Bills,21.49
TXN0005895,U04110,2025-06-10,Shopping,65.43
TXN0005896,U07815,2025-12-23,Bills,340.55
TXN0005897,U06151,2025-06-25,Food & Drink,39.77
TXN0005898,U06813,2025-12-31,Entertainment,71.61
TXN0005899,U02423,2024-10-22,Entertainment,25.24
TXN0005900,U00360,2024-11-19,Food & Drink,41.1
TXN0005901,U03945,2025-06-03,Shopping,46.64
TXN0005902,U05482,2025-03-05,Bills,367.13
TXN0005903,U00070,2025-11-03,Food & Drink,23.22
TXN0005904,U02520,2025-08-01,Crypto,121.09
TXN0005905,U07731,2025-10-05,Bills,123.26
TXN0005906,U05061,2025-02-22,Crypto,684.78
TXN0005907,U03308,2025-09-10,Transport,51.19
TXN0005908,U07813,2025-07-11,Shopping,174.19
TXN0005909,U00420,2025-10-18,Food & Drink,6.16
TXN0005910,U00655,2025-10-06,Travel,733.75
TXN0005911,U07536,2025-10-15,Shopping,164.43
TXN0005912,U03519,2025-10-18,Food & Drink,6.98
TXN0005913,U03303,2025-05-29,Shopping,53.81
TXN0005914,U01911,2025-07-09,Shopping,151.78
TXN0005915,U03165,2025-08-20,Entertainment,82.63
TXN0005916,U01268,2025-12-21,Transfer,1852.05
TXN0005917,U06416,2025-08-01,Bills,286.23
TXN0005918,U04779,2025-06-03,Transport,33.56
TXN0005919,U01547,2024-11-08,Food & Drink,15.62
TXN0005920,U02275,2025-08-25,Food & Drink,46.86
TXN0005921,U03879,2025-12-24,Shopping,178.41
TXN0005922,U02489,2025-04-13,Transport,43.3
TXN0005923,U03036,2025-08-29,Food & Drink,23.04
TXN0005924,U03398,2025-10-08,Bills,315.98
TXN0005925,U07307,2024-08-14,Shopping,22.3
TXN0005926,U02092,2024-06-22,Shopping,45.29
TXN0005927,U01624,2025-12-03,Entertainment,118.54
TXN0005928,U02208,2024-10-11,Food & Drink,73.07
TXN0005929,U03100,2025-02-03,Shopping,160.92
TXN0005930,U03272,2025-10-29,Transfer,1402.22
TXN0005931,U02625,2025-07-10,Shopping,157.47
TXN0005932,U05950,2024-12-04,Transfer,1159.41
TXN0005933,U05044,2024-05-27,Shopping,73.48
TXN0005934,U04033,2025-11-20,Shopping,182.15
TXN0005935,U05282,2025-10-21,Transport,48.3
TXN0005936,U01092,2025-12-15,Transport,47.08
TXN0005937,U00763,2025-06-23,Shopping,150.43
TXN0005938,U00461,2025-12-04,Bills,91.77
TXN0005939,U05938,2025-01-20,Food & Drink,40.73
TXN0005940,U07159,2025-10-30,Shopping,126.51
TXN0005941,U00812,2025-01-31,Shopping,199.23
TXN0005942,U01618,2025-11-01,Shopping,8.06
TXN0005943,U05667,2025-06-15,Bills,272.38
TXN0005944,U06317,2025-11-30,Shopping,18.59
TXN0005945,U03500,2025-07-16,Shopping,159.24
TXN0005946,U02579,2025-12-21,Transport,19.47
TXN0005947,U07024,2025-08-22,Shopping,25.69
TXN0005948,U01498,2025-12-23,Shopping,35.7
TXN0005949,U07785,2025-11-08,Shopping,92.82
TXN0005950,U07465,2025-08-03,Transport,35.38
TXN0005951,U03573,2025-01-23,Transfer,132.76
TXN0005952,U00195,2024-06-19,Transport,13.29
TXN0005953,U04577,2025-12-28,Shopping,74.24
TXN0005954,U00357,2025-06-07,Bills,444.63
TXN0005955,U07335,2025-02-22,Food & Drink,78.33
TXN0005956,U06682,2025-03-25,Entertainment,60.38
TXN0005957,U00196,2025-08-21,Transport,20.5
TXN0005958,U00404,2025-06-17,Bills,191.24
TXN0005959,U04781,2025-12-21,Shopping,54.49
TXN0005960,U06776,2024-12-19,Entertainment,136.85
TXN0005961,U04147,2025-01-04,Entertainment,7.99
TXN0005962,U03559,2025-10-26,Shopping,178.01
TXN0005963,U04382,2025-12-28,Shopping,153.18
TXN0005964,U01891,2025-07-15,Transport,9.07
TXN0005965,U06493,2025-12-28,Crypto,773.92
TXN0005966,U00942,2025-12-17,Shopping,111.4
TXN0005967,U00515,2025-07-14,Transport,56.53
TXN0005968,U05339,2025-07-25,Crypto,428.47
TXN0005969,U07553,2025-07-31,Food & Drink,3.51
TXN0005970,U00287,2024-08-30,Transport,5.72
TXN0005971,U00963,2024-11-12,Transfer,1730.5
TXN0005972,U00089,2025-10-18,Transfer,86.68
TXN0005973,U03642,2025-11-24,Shopping,185.17
TXN0005974,U04621,2025-12-15,Food & Drink,23.67
TXN0005975,U01977,2025-12-24,Food & Drink,28.47
TXN0005976,U03764,2025-01-22,Shopping,46.69
TXN0005977,U00084,2025-09-30,Shopping,131.83
TXN0005978,U04228,2025-08-31,Food & Drink,68.89
TXN0005979,U04208,2025-06-03,Crypto,384.05
TXN0005980,U05229,2025-12-19,Bills,164.1
TXN0005981,U06541,2025-10-14,Shopping,36.78
TXN0005982,U02932,2024-08-11,Shopping,152.69
TXN0005983,U04648,2025-04-27,Transport,47.0
TXN0005984,U00738,2025-12-12,Shopping,162.21
TXN0005985,U07525,2025-12-05,Shopping,133.06
TXN0005986,U02087,2025-09-06,Shopping,122.91
TXN0005987,U01024,2025-12-12,Food & Drink,4.82
TXN0005988,U00793,2025-06-08,Transfer,1875.71
TXN0005989,U03968,2025-08-27,Food & Drink,66.53
TXN0005990,U04344,2025-12-05,Bills,384.11
TXN0005991,U05709,2025-01-09,Crypto,197.3
TXN0005992,U04380,2024-09-29,Shopping,129.18
TXN0005993,U02791,2025-03-30,Shopping,115.37
TXN0005994,U04507,2025-07-16,Bills,427.54
TXN0005995,U03775,2025-10-27,Food & Drink,28.57
TXN0005996,U03089,2025-10-12,Food & Drink,35.37
TXN0005997,U02588,2025-03-13,Food & Drink,66.64
TXN0005998,U00804,2025-12-18,Shopping,197.35
TXN0005999,U02675,2024-03-31,Shopping,18.79
TXN0006000,U03348,2025-11-12,Shopping,187.55
TXN0006001,U07683,2024-07-31,Shopping,114.17
TXN0006002,U03495,2025-10-28,Crypto,325.79
TXN0006003,U01343,2025-06-07,Shopping,27.25
TXN0006004,U05701,2025-11-29,Food & Drink,66.94
TXN0006005,U00498,2025-02-24,Bills,243.82
TXN0006006,U00129,2025-09-09,Bills,343.87
TXN0006007,U05642,2025-12-09,Transport,33.98
TXN0006008,U05028,2025-06-23,Shopping,80.78
TXN0006009,U00639,2025-11-26,Stocks,547.21
TXN0006010,U01317,2024-11-19,Bills,413.53
TXN0006011,U07023,2025-02-26,Transfer,624.28
TXN0006012,U07399,2025-12-12,Entertainment,63.48
TXN0006013,U06814,2025-10-17,Shopping,52.24
TXN0006014,U05714,2025-01-20,Transport,15.89
TXN0006015,U04181,2025-09-10,Crypto,230.99
TXN0006016,U04036,2025-12-10,Transport,40.91
TXN0006017,U07209,2025-08-25,Travel,1540.49
TXN0006018,U02501,2025-10-14,Shopping,166.77
TXN0006019,U04205,2025-10-08,Entertainment,127.91
TXN0006020,U05974,2025-12-30,Food & Drink,26.43
TXN0006021,U00047,2025-10-07,Food & Drink,11.85
TXN0006022,U05952,2025-09-04,Food & Drink,37.11
TXN0006023,U04852,2025-09-17,Shopping,187.75
TXN0006024,U01935,2024-07-06,Food & Drink,57.19
TXN0006025,U07824,2025-11-07,Bills,415.04
TXN0006026,U01358,2025-09-23,Food & Drink,38.35
TXN0006027,U01183,2025-10-07,Shopping,162.47
TXN0006028,U03544,2024-11-08,Transport,34.67
TXN0006029,U06382,2025-12-11,Shopping,176.91
TXN0006030,U06885,2024-07-07,Shopping,114.27
TXN0006031,U02041,2025-07-04,Shopping,181.44
TXN0006032,U02932,2024-05-25,Travel,2043.48
TXN0006033,U07729,2025-10-22,Transfer,874.21
TXN0006034,U02567,2025-09-12,Bills,182.37
TXN0006035,U04233,2025-04-04,Food & Drink,8.61
TXN0006036,U06992,2025-11-14,Transfer,1231.78
TXN0006037,U02658,2025-04-11,Transport,47.52
TXN0006038,U03578,2025-12-23,Shopping,78.76
TXN0006039,U04009,2025-07-10,Entertainment,65.26
TXN0006040,U03142,2024-11-03,Entertainment,64.92
TXN0006041,U07279,2025-10-28,Bills,363.22
TXN0006042,U04656,2025-06-13,Shopping,78.02
TXN0006043,U01185,2025-09-22,Transfer,1309.09
TXN0006044,U06108,2024-12-12,Entertainment,66.85
TXN0006045,U00615,2025-08-16,Crypto,485.27
TXN0006046,U05730,2025-08-02,Shopping,18.38
TXN0006047,U07745,2025-05-30,Bills,252.2
TXN0006048,U05874,2025-03-23,Bills,448.2
TXN0006049,U01314,2025-09-11,Travel,137.79
TXN0006050,U03074,2025-12-17,Crypto,242.32
TXN0006051,U03746,2025-12-20,Entertainment,75.37
TXN0006052,U02650,2025-06-07,Transport,40.47
TXN0006053,U03080,2025-04-09,Entertainment,82.37
TXN0006054,U04036,2025-10-18,Transport,15.32
TXN0006055,U02807,2025-05-16,Food & Drink,47.51
TXN0006056,U07675,2025-12-18,Shopping,186.58
TXN0006057,U00500,2025-12-06,Food & Drink,26.62
TXN0006058,U05569,2025-05-18,Shopping,19.01
TXN0006059,U07627,2025-07-04,Food & Drink,27.61
TXN0006060,U03356,2025-11-14,Travel,2746.87
TXN0006061,U06575,2025-04-08,Shopping,171.57
TXN0006062,U05358,2025-11-18,Travel,2148.02
TXN0006063,U06265,2025-12-28,Food & Drink,76.77
TXN0006064,U05553,2024-11-29,Stocks,2030.97
TXN0006065,U02070,2025-08-06,Transfer,1099.65
TXN0006066,U07566,2025-08-16,Food & Drink,23.94
TXN0006067,U06332,2024-10-12,Food & Drink,63.1
TXN0006068,U02397,2025-10-26,Transfer,1445.32
TXN0006069,U03011,2025-12-19,Crypto,79.17
TXN0006070,U02473,2024-08-07,Food & Drink,49.92
TXN0006071,U06232,2025-02-20,Shopping,92.6
TXN0006072,U04753,2025-11-05,Transport,54.03
TXN0006073,U03110,2025-08-24,Entertainment,110.29
TXN0006074,U03473,2024-12-08,Shopping,65.0
TXN0006075,U01364,2025-09-10,Food & Drink,47.93
TXN0006076,U04190,2025-11-30,Entertainment,59.51
TXN0006077,U02733,2024-12-18,Transport,41.42
TXN0006078,U00083,2025-12-04,Shopping,174.41
TXN0006079,U03419,2025-07-24,Food & Drink,5.09
TXN0006080,U07896,2025-05-03,Shopping,71.06
TXN0006081,U00145,2025-07-05,Shopping,97.21
TXN0006082,U04408,2025-08-09,Travel,839.88
TXN0006083,U06288,2025-12-31,Transport,34.13
TXN0006084,U04150,2025-12-31,Transfer,799.51
TXN0006085,U00571,2025-12-05,Transfer,1005.77
TXN0006086,U07165,2025-05-07,Shopping,168.59
TXN0006087,U03460,2025-11-15,Shopping,176.83
TXN0006088,U01367,2025-10-10,Travel,278.01
TXN0006089,U00657,2025-12-19,Shopping,165.03
TXN0006090,U04497,2024-07-19,Bills,148.24
TXN0006091,U02837,2025-12-06,Entertainment,148.67
TXN0006092,U07629,2025-12-11,Transfer,1471.03
TXN0006093,U01145,2025-12-29,Shopping,111.37
TXN0006094,U01703,2025-05-31,Shopping,168.92
TXN0006095,U06042,2025-12-28,Shopping,36.8
TXN0006096,U02345,2024-05-18,Shopping,115.37
TXN0006097,U07687,2025-12-13,Shopping,34.42
TXN0006098,U04201,2025-11-09,Food & Drink,18.09
TXN0006099,U02976,2024-12-26,Shopping,140.82
TXN0006100,U06243,2025-03-11,Shopping,35.6
TXN0006101,U00606,2025-11-27,Food & Drink,34.93
TXN0006102,U03695,2025-06-02,Shopping,104.15
TXN0006103,U04967,2024-11-21,Shopping,75.05
TXN0006104,U01412,2025-11-21,Transport,4.2
TXN0006105,U06320,2025-01-11,Bills,150.27
TXN0006106,U04649,2025-10-02,Shopping,197.8
TXN0006107,U00364,2025-11-12,Bills,127.96
TXN0006108,U03943,2025-02-02,Bills,379.22
TXN0006109,U01687,2025-07-27,Shopping,41.55
TXN0006110,U01930,2025-12-25,Shopping,8.09
TXN0006111,U03566,2025-07-14,Bills,449.91
TXN0006112,U06026,2025-10-16,Transfer,929.2
TXN0006113,U01492,2025-05-29,Transfer,434.87
TXN0006114,U00792,2025-09-15,Shopping,87.12
TXN0006115,U03859,2025-05-12,Bills,257.93
TXN0006116,U00477,2025-07-10,Transfer,1983.46
TXN0006117,U02004,2025-12-04,Transport,59.69
TXN0006118,U01814,2025-12-22,Bills,287.81
TXN0006119,U05592,2025-06-17,Food & Drink,10.62
TXN0006120,U03494,2025-02-07,Food & Drink,5.34
TXN0006121,U05490,2025-12-19,Food & Drink,12.23
TXN0006122,U01773,2024-04-18,Bills,77.13
TXN0006123,U06608,2025-07-15,Bills,80.93
TXN0006124,U01429,2025-03-19,Bills,370.94
TXN0006125,U06893,2025-10-31,Food & Drink,32.66
TXN0006126,U05769,2025-09-06,Bills,298.36
TXN0006127,U01287,2024-06-19,Shopping,75.51
TXN0006128,U05976,2025-03-11,Shopping,51.43
TXN0006129,U01442,2025-11-10,Bills,234.25
TXN0006130,U06142,2025-10-28,Crypto,216.47
TXN0006131,U06470,2025-02-13,Shopping,70.34
TXN0006132,U04113,2025-11-02,Transport,43.62
TXN0006133,U05342,2025-10-11,Entertainment,98.62
TXN0006134,U06218,2025-11-23,Shopping,44.43
TXN0006135,U05457,2025-03-21,Food & Drink,49.29
TXN0006136,U05694,2025-08-22,Transfer,584.16
TXN0006137,U05702,2025-10-29,Transfer,1827.78
TXN0006138,U02642,2025-12-29,Food & Drink,28.49
TXN0006139,U03926,2025-12-10,Transport,24.64
TXN0006140,U03071,2025-05-12,Transfer,1818.02
TXN0006141,U05791,2025-12-25,Entertainment,11.72
TXN0006142,U05567,2025-09-25,Travel,2155.07
TXN0006143,U07541,2024-04-09,Stocks,387.04
TXN0006144,U02716,2025-03-29,Transfer,1129.16
TXN0006145,U02431,2025-10-12,Food & Drink,55.67
TXN0006146,U04758,2025-11-15,Crypto,297.26
TXN0006147,U01374,2024-08-01,Food & Drink,54.05
TXN0006148,U06099,2025-12-29,Shopping,44.95
TXN0006149,U07541,2025-11-11,Shopping,58.9
TXN0006150,U02569,2025-11-06,Transfer,1741.29
TXN0006151,U00612,2025-08-27,Shopping,48.64
TXN0006152,U00484,2024-09-04,Entertainment,149.36
TXN0006153,U02146,2025-12-31,Bills,460.95
TXN0006154,U04955,2025-07-27,Bills,314.89
TXN0006155,U00168,2024-07-20,Transfer,449.45
TXN0006156,U03134,2025-08-27,Transfer,647.28
TXN0006157,U02428,2025-09-14,Food & Drink,43.38
TXN0006158,U01926,2025-05-30,Shopping,51.23
TXN0006159,U00312,2025-08-12,Shopping,153.35
TXN0006160,U02183,2025-09-18,Shopping,70.22
TXN0006161,U02925,2025-07-27,Travel,1937.68
TXN0006162,U03331,2024-12-19,Transport,12.1
TXN0006163,U05683,2025-07-02,Bills,339.79
TXN0006164,U06945,2025-06-10,Entertainment,9.8
TXN0006165,U07346,2024-04-26,Bills,99.16
TXN0006166,U00658,2025-11-14,Food & Drink,45.75
TXN0006167,U01572,2025-05-30,Food & Drink,49.43
TXN0006168,U02644,2025-03-27,Food & Drink,52.85
TXN0006169,U03784,2025-01-28,Bills,239.21
TXN0006170,U02313,2025-12-19,Crypto,980.37
TXN0006171,U07082,2025-09-19,Shopping,159.66
TXN0006172,U04257,2025-08-02,Food & Drink,12.42
TXN0006173,U06316,2025-03-26,Bills,437.3
TXN0006174,U07739,2025-11-19,Food & Drink,36.57
TXN0006175,U00989,2024-10-03,Shopping,66.91
TXN0006176,U02620,2024-12-14,Shopping,68.71
TXN0006177,U03550,2025-12-31,Crypto,350.94
TXN0006178,U00216,2025-08-11,Transport,44.91
TXN0006179,U07488,2025-06-28,Food & Drink,53.17
TXN0006180,U04586,2025-12-23,Shopping,117.55
TXN0006181,U01158,2025-11-22,Bills,287.92
TXN0006182,U04365,2025-09-27,Shopping,124.13
TXN0006183,U06716,2024-04-11,Transfer,1677.14
TXN0006184,U00796,2025-08-08,Food & Drink,62.51
TXN0006185,U02695,2024-12-30,Entertainment,21.45
TXN0006186,U01512,2024-11-11,Crypto,882.98
TXN0006187,U00701,2025-10-13,Bills,354.89
TXN0006188,U00035,2025-03-21,Shopping,106.4
TXN0006189,U06303,2025-12-09,Transport,16.19
TXN0006190,U00003,2025-06-28,Shopping,47.58
TXN0006191,U00311,2025-12-18,Food & Drink,70.74
TXN0006192,U01510,2025-10-10,Shopping,191.4
TXN0006193,U07307,2025-05-17,Bills,91.27
TXN0006194,U04665,2025-10-28,Crypto,191.75
TXN0006195,U05386,2025-03-26,Transport,43.75
TXN0006196,U05861,2025-10-19,Food & Drink,59.2
TXN0006197,U00943,2025-08-30,Food & Drink,40.27
TXN0006198,U07920,2025-10-25,Crypto,380.23
TXN0006199,U07549,2025-12-06,Transport,19.74
TXN0006200,U05596,2025-10-02,Crypto,311.8
TXN0006201,U05133,2025-04-12,Shopping,78.28
TXN0006202,U04241,2025-07-13,Shopping,132.78
TXN0006203,U05543,2025-08-27,Transport,55.82
TXN0006204,U00488,2025-01-18,Bills,431.31
TXN0006205,U05066,2025-11-06,Shopping,66.91
TXN0006206,U00674,2025-12-19,Transfer,424.8
TXN0006207,U03696,2025-10-19,Bills,299.11
TXN0006208,U05710,2025-12-13,Food & Drink,8.83
TXN0006209,U03385,2025-12-12,Transport,43.79
TXN0006210,U02490,2025-11-05,Shopping,11.81
TXN0006211,U05542,2025-11-17,Crypto,232.45
TXN0006212,U02326,2025-10-04,Entertainment,105.79
TXN0006213,U07145,2025-12-13,Shopping,187.31
TXN0006214,U01045,2025-12-13,Shopping,69.93
TXN0006215,U04809,2024-12-12,Shopping,59.49
TXN0006216,U00521,2025-01-02,Shopping,167.89
TXN0006217,U01149,2025-09-17,Bills,348.59
TXN0006218,U07784,2025-12-30,Entertainment,55.86
TXN0006219,U05128,2025-12-22,Bills,225.74
TXN0006220,U06640,2025-02-25,Bills,42.63
TXN0006221,U05894,2025-09-28,Shopping,39.47
TXN0006222,U07378,2025-12-23,Food & Drink,19.32
TXN0006223,U07531,2024-05-23,Bills,131.72
TXN0006224,U03606,2025-12-06,Bills,268.87
TXN0006225,U07601,2025-11-26,Entertainment,140.56
TXN0006226,U03073,2025-12-18,Food & Drink,47.77
TXN0006227,U02372,2024-09-11,Transport,6.08
TXN0006228,U01175,2025-08-13,Transport,51.94
TXN0006229,U01778,2025-12-29,Shopping,110.91
TXN0006230,U02382,2025-10-13,Travel,2226.8
TXN0006231,U05140,2025-06-17,Transport,13.34
TXN0006232,U01347,2024-10-25,Entertainment,134.78
TXN0006233,U01913,2025-07-27,Food & Drink,31.37
TXN0006234,U05735,2024-10-19,Bills,151.5
TXN0006235,U06968,2025-05-06,Entertainment,60.97
TXN0006236,U07467,2025-12-19,Bills,204.99
TXN0006237,U03927,2024-11-22,Food & Drink,70.01
TXN0006238,U04197,2025-03-16,Shopping,40.72
TXN0006239,U03703,2024-10-06,Food & Drink,35.24
TXN0006240,U05124,2025-02-27,Shopping,25.39
TXN0006241,U03387,2025-10-20,Transfer,904.11
TXN0006242,U03999,2025-01-31,Shopping,146.93
TXN0006243,U01276,2025-06-14,Transfer,261.3
TXN0006244,U04064,2025-09-10,Travel,404.6
TXN0006245,U04563,2025-10-22,Food & Drink,56.96
TXN0006246,U06031,2025-04-22,Food & Drink,48.56
TXN0006247,U00847,2025-11-21,Transport,55.02
TXN0006248,U03999,2025-12-04,Shopping,21.29
TXN0006249,U00465,2025-11-30,Food & Drink,22.23
TXN0006250,U04230,2025-06-22,Shopping,88.11
TXN0006251,U04733,2025-12-04,Shopping,111.5
TXN0006252,U05001,2025-11-24,Transport,58.27
TXN0006253,U05324,2025-09-30,Shopping,14.68
TXN0006254,U00483,2025-02-20,Transfer,1865.76
TXN0006255,U03586,2025-11-06,Transport,31.04
TXN0006256,U01776,2025-08-31,Shopping,170.75
TXN0006257,U01247,2025-10-11,Entertainment,68.18
TXN0006258,U07417,2025-08-31,Bills,272.83
TXN0006259,U06179,2025-03-03,Transport,33.94
TXN0006260,U03962,2025-11-25,Transport,39.13
TXN0006261,U06374,2024-10-13,Food & Drink,39.51
TXN0006262,U00812,2025-09-08,Shopping,101.34
TXN0006263,U06874,2025-01-22,Bills,148.74
TXN0006264,U01378,2025-06-03,Food & Drink,59.75
TXN0006265,U06441,2025-11-14,Shopping,131.76
TXN0006266,U05120,2025-11-18,Crypto,611.0
TXN0006267,U03741,2025-12-09,Bills,295.22
TXN0006268,U07306,2025-09-29,Stocks,4912.16
TXN0006269,U04213,2025-08-22,Transport,35.6
TXN0006270,U06624,2025-12-14,Bills,152.85
TXN0006271,U03352,2025-05-17,Shopping,162.92
TXN0006272,U05068,2025-07-02,Entertainment,33.42
TXN0006273,U04797,2025-08-04,Transport,50.52
TXN0006274,U05428,2025-11-15,Entertainment,28.55
TXN0006275,U02318,2025-03-24,Shopping,127.92
TXN0006276,U07310,2025-11-27,Stocks,4515.94
TXN0006277,U04493,2025-11-27,Food & Drink,51.67
TXN0006278,U07696,2024-08-23,Food & Drink,63.87
TXN0006279,U07204,2025-11-05,Bills,184.53
TXN0006280,U04570,2025-10-05,Bills,52.35
TXN0006281,U02367,2025-04-18,Food & Drink,68.71
TXN0006282,U07052,2025-12-16,Shopping,43.33
TXN0006283,U07782,2025-10-28,Transfer,1855.76
TXN0006284,U01425,2025-12-31,Bills,85.31
TXN0006285,U01364,2024-10-21,Stocks,1263.49
TXN0006286,U00983,2025-10-28,Food & Drink,12.18
TXN0006287,U05676,2025-12-30,Food & Drink,27.34
TXN0006288,U04561,2024-06-29,Bills,315.2
TXN0006289,U07893,2024-04-18,Shopping,60.96
TXN0006290,U06719,2025-10-10,Transfer,497.84
TXN0006291,U04233,2025-01-23,Entertainment,131.26
TXN0006292,U03015,2025-08-01,Crypto,238.59
TXN0006293,U05165,2025-06-01,Transport,52.6
TXN0006294,U07672,2025-01-09,Entertainment,52.85
TXN0006295,U05772,2025-06-15,Transport,15.66
TXN0006296,U06753,2025-11-02,Food & Drink,70.14
TXN0006297,U04309,2024-02-23,Stocks,4140.65
TXN0006298,U04092,2025-09-11,Shopping,67.82
TXN0006299,U01243,2025-08-08,Transfer,803.78
TXN0006300,U05890,2024-11-12,Shopping,132.07
TXN0006301,U01841,2025-07-15,Bills,395.33
TXN0006302,U03769,2025-03-10,Transport,23.13
TXN0006303,U04984,2025-03-07,Transport,25.86
TXN0006304,U06114,2025-12-17,Entertainment,12.24
TXN0006305,U04190,2025-10-24,Transport,55.94
TXN0006306,U07128,2025-11-15,Transport,17.75
TXN0006307,U00313,2024-08-04,Food & Drink,79.36
TXN0006308,U02317,2024-06-16,Bills,417.68
TXN0006309,U03739,2025-12-16,Entertainment,148.5
TXN0006310,U03785,2025-02-03,Shopping,110.6
TXN0006311,U01393,2025-05-31,Shopping,141.32
TXN0006312,U01196,2025-08-02,Crypto,751.4
TXN0006313,U04489,2025-03-29,Shopping,149.42
TXN0006314,U00468,2025-12-04,Shopping,103.92
TXN0006315,U05501,2025-08-26,Shopping,143.57
TXN0006316,U04681,2025-11-24,Food & Drink,54.07
TXN0006317,U01383,2025-05-24,Crypto,826.31
TXN0006318,U06368,2025-12-10,Transfer,1086.89
TXN0006319,U00163,2025-11-04,Transport,51.88
TXN0006320,U05362,2025-12-24,Entertainment,15.29
TXN0006321,U04833,2025-06-08,Stocks,395.5
TXN0006322,U03659,2025-04-11,Food & Drink,12.15
TXN0006323,U07717,2025-10-11,Food & Drink,23.67
TXN0006324,U03404,2024-10-18,Food & Drink,12.63
TXN0006325,U06829,2024-05-20,Transfer,1067.04
TXN0006326,U02948,2025-12-02,Shopping,131.58
TXN0006327,U06702,2025-11-07,Shopping,117.24
TXN0006328,U04604,2025-12-03,Travel,84.06
TXN0006329,U00458,2025-04-28,Shopping,11.26
TXN0006330,U06391,2025-10-07,Crypto,114.62
TXN0006331,U02994,2025-12-30,Entertainment,7.87
TXN0006332,U02665,2025-11-24,Transport,12.36
TXN0006333,U04582,2025-12-07,Transport,2.02
TXN0006334,U02611,2025-12-01,Food & Drink,67.21
TXN0006335,U07184,2025-08-28,Transport,35.45
TXN0006336,U00534,2025-10-23,Bills,494.01
TXN0006337,U05648,2025-04-08,Bills,175.23
TXN0006338,U07822,2025-07-13,Transport,58.47
TXN0006339,U04571,2025-05-07,Shopping,15.2
TXN0006340,U06944,2024-07-03,Entertainment,78.48
TXN0006341,U05728,2025-12-22,Crypto,578.32
TXN0006342,U03622,2025-09-17,Transport,34.35
TXN0006343,U01350,2025-05-30,Food & Drink,45.16
TXN0006344,U05112,2025-08-25,Bills,186.3
TXN0006345,U00456,2025-04-30,Food & Drink,8.86
TXN0006346,U01534,2025-12-26,Transfer,508.26
TXN0006347,U01580,2025-09-05,Shopping,12.44
TXN0006348,U07595,2025-11-18,Food & Drink,12.32
TXN0006349,U02389,2024-05-22,Stocks,4639.52
TXN0006350,U05473,2025-11-16,Stocks,613.95
TXN0006351,U03682,2025-05-16,Transfer,1766.79
TXN0006352,U04909,2025-11-27,Transfer,694.12
TXN0006353,U03626,2025-12-12,Entertainment,106.84
TXN0006354,U03690,2025-02-03,Stocks,519.43
TXN0006355,U03058,2025-11-21,Bills,426.65
TXN0006356,U05558,2025-12-23,Food & Drink,33.24
TXN0006357,U03378,2025-02-01,Entertainment,110.96
TXN0006358,U03083,2025-11-29,Transport,44.86
TXN0006359,U04987,2025-12-19,Shopping,157.65
TXN0006360,U05346,2024-06-22,Transport,38.83
TXN0006361,U06194,2025-09-30,Bills,260.16
TXN0006362,U01371,2025-05-01,Transfer,1691.32
TXN0006363,U05407,2025-06-19,Transfer,1056.57
TXN0006364,U02335,2025-12-30,Entertainment,142.69
TXN0006365,U02343,2025-04-01,Transport,25.93
TXN0006366,U03037,2025-04-12,Stocks,4484.05
TXN0006367,U06940,2025-12-28,Shopping,9.24
TXN0006368,U02902,2025-11-23,Food & Drink,48.21
TXN0006369,U01787,2025-07-11,Transfer,904.15
TXN0006370,U02580,2024-08-22,Shopping,178.74
TXN0006371,U03736,2024-05-18,Transfer,851.96
TXN0006372,U05838,2025-04-13,Transfer,908.63
TXN0006373,U05865,2024-07-30,Transport,45.85
TXN0006374,U07480,2025-02-16,Transfer,936.43
TXN0006375,U04331,2025-12-03,Entertainment,10.19
TXN0006376,U07276,2025-06-30,Transport,38.17
TXN0006377,U06000,2025-06-15,Shopping,96.38
TXN0006378,U02296,2024-09-21,Travel,1346.15
TXN0006379,U00522,2024-11-23,Shopping,183.14
TXN0006380,U00589,2025-12-31,Shopping,198.18
TXN0006381,U01167,2025-05-25,Entertainment,6.99
TXN0006382,U02175,2025-04-12,Food & Drink,26.58
TXN0006383,U04212,2025-09-02,Crypto,405.14
TXN0006384,U03303,2025-04-13,Shopping,121.85
TXN0006385,U01303,2025-12-28,Food & Drink,78.85
TXN0006386,U01594,2025-05-10,Travel,2076.13
TXN0006387,U05183,2025-12-28,Shopping,157.81
TXN0006388,U07838,2025-12-01,Shopping,130.16
TXN0006389,U03782,2025-12-29,Bills,339.01
TXN0006390,U00459,2024-11-24,Transport,8.15
TXN0006391,U04955,2025-08-27,Entertainment,61.92
TXN0006392,U07930,2025-06-11,Food & Drink,76.83
TXN0006393,U02766,2025-12-01,Entertainment,92.73
TXN0006394,U06735,2025-10-18,Entertainment,120.25
TXN0006395,U04359,2025-03-14,Food & Drink,49.72
TXN0006396,U04786,2025-10-29,Bills,450.84
TXN0006397,U05751,2025-07-09,Shopping,25.23
TXN0006398,U07170,2025-12-09,Shopping,179.31
TXN0006399,U06037,2025-12-03,Crypto,942.93
TXN0006400,U01754,2024-09-29,Transport,16.42
TXN0006401,U06432,2025-09-05,Shopping,187.28
TXN0006402,U03481,2025-12-27,Travel,1285.88
TXN0006403,U04771,2025-07-10,Bills,374.88
TXN0006404,U03093,2025-09-25,Entertainment,6.63
TXN0006405,U01110,2025-11-03,Transfer,786.04
