user_id,signup_date,country,age,plan,adopted_features,churned,days_inactive
U02149,2024-06-12,Poland,40,Premium,Budgeting; Travel Insurance; Vaults; Stocks,0,50
U02150,2025-04-20,Spain,43,Premium,Vaults,0,1
U02151,2024-04-24,Poland,25,Plus,Card Payments; Stocks,0,90
U02152,2025-12-29,UK,37,Standard,Vaults; Budgeting,0,1
U02153,2025-08-29,France,38,Plus,Stocks; Crypto,0,10
U02154,2025-05-01,Other,59,Standard,Budgeting,0,37
U02155,2025-04-24,Spain,18,Standard,Budgeting; Crypto,0,15
U02156,2025-03-23,Other,35,Premium,Card Payments; FX Transfer; Crypto,0,16
U02157,2025-07-27,UK,18,Standard,Budgeting; Travel Insurance,0,7
U02158,2025-02-17,Poland,36,Premium,Stocks; Travel Insurance,0,10
U02159,2024-08-18,France,37,Standard,Travel Insurance; Budgeting,0,20
U02160,2024-05-10,UK,32,Premium,Crypto; FX Transfer; Stocks,1,93
U02161,2024-08-27,Poland,59,Premium,Stocks; Budgeting; FX Transfer,0,43
U02162,2025-04-16,UK,26,Premium,Budgeting; Stocks,0,31
U02163,2025-06-23,Spain,25,Standard,Rewards; Crypto,0,11
U02164,2024-01-17,Poland,36,Premium,Travel Insurance; Crypto; Stocks; Budgeting; Vaults,1,135
U02165,2025-07-10,UK,22,Standard,Rewards; Stocks,0,2
U02166,2025-12-19,Portugal,19,Plus,Vaults; Card Payments; Crypto,0,1
U02167,2024-04-30,Portugal,20,Metal,Crypto; Vaults; Rewards; FX Transfer,0,22
U02168,2025-09-11,Spain,58,Premium,FX Transfer; Rewards; Card Payments; Stocks; Budgeting; Travel Insurance,0,21
U02169,2025-03-30,Spain,25,Standard,Stocks,0,2
U02170,2024-08-03,UK,31,Metal,Vaults; Travel Insurance; Card Payments,0,80
U02171,2024-03-21,Poland,36,Premium,Card Payments; Crypto; Stocks; Vaults; Rewards; Budgeting,0,75
U02172,2025-07-11,Other,34,Metal,Budgeting; Vaults; Stocks,0,31
U02173,2025-06-30,France,27,Standard,Card Payments,0,28
U02174,2024-06-08,Poland,18,Premium,Vaults; Budgeting,0,2
U02175,2025-03-31,Portugal,25,Metal,FX Transfer; Card Payments; Travel Insurance; Vaults,0,3
U02176,2024-11-21,Poland,53,Metal,Crypto; FX Transfer; Rewards,0,86
U02177,2024-01-18,Germany,39,Plus,Vaults; Budgeting; Stocks; FX Transfer,0,38
U02178,2024-09-08,Other,45,Metal,Travel Insurance; Budgeting,0,48
U02179,2025-12-26,Other,37,Premium,Budgeting,0,1
U02180,2024-10-13,Germany,22,Standard,Budgeting,0,5
U02181,2024-06-17,Spain,44,Standard,Stocks; Card Payments,0,25
U02182,2024-02-05,France,43,Plus,Travel Insurance,0,35
U02183,2025-09-07,UK,46,Metal,Crypto; FX Transfer; Vaults; Travel Insurance,0,18
U02184,2025-03-08,UK,36,Standard,Budgeting,0,22
U02185,2025-03-21,UK,29,Standard,Budgeting,0,2
U02186,2024-12-04,Spain,18,Standard,FX Transfer; Rewards,1,113
U02187,2024-07-18,France,32,Standard,Crypto; Budgeting,0,67
U02188,2025-04-27,France,55,Standard,Stocks,0,6
U02189,2025-06-06,Poland,49,Plus,FX Transfer; Crypto,0,26
U02190,2025-05-08,Poland,58,Standard,Rewards,0,62
U02191,2024-12-26,France,44,Metal,FX Transfer; Crypto,0,13
U02192,2025-05-30,Spain,34,Premium,Travel Insurance; Crypto; Card Payments; Stocks,0,73
U02193,2024-08-19,Other,36,Standard,Crypto,0,49
U02194,2024-11-16,Spain,22,Metal,Travel Insurance; FX Transfer; Crypto; Card Payments; Rewards,0,9
U02195,2024-11-13,UK,31,Standard,Travel Insurance,1,196
U02196,2025-12-14,Other,29,Standard,Travel Insurance; Stocks,0,3
U02197,2024-01-24,UK,33,Standard,Travel Insurance,1,106
U02198,2024-09-30,France,40,Premium,Budgeting; Stocks,0,43
U02199,2025-12-08,Poland,20,Premium,Budgeting; Stocks; Card Payments,0,2
U02200,2025-05-15,France,35,Standard,Stocks,0,17
U02201,2024-05-21,Spain,39,Standard,Travel Insurance,1,164
U02202,2024-06-11,France,43,Plus,Stocks,0,24
U02203,2025-03-04,Spain,27,Plus,Travel Insurance; Vaults,0,18
U02204,2025-01-01,Spain,24,Premium,Budgeting; Stocks,0,37
U02205,2025-11-15,France,18,Standard,Vaults; Travel Insurance; Card Payments; Budgeting,0,4
U02206,2025-10-09,UK,42,Metal,Travel Insurance; Rewards; Stocks,0,4
U02207,2024-11-24,Poland,50,Plus,Rewards,0,7
U02208,2024-09-11,Portugal,25,Plus,Card Payments,0,61
U02209,2025-03-06,Spain,18,Premium,Travel Insurance; Card Payments; Crypto; Stocks,0,1
U02210,2024-09-24,France,38,Premium,Budgeting,0,28
U02211,2024-09-16,UK,48,Standard,Rewards,0,69
U02212,2024-09-21,UK,23,Plus,Budgeting; FX Transfer; Rewards,0,82
U02213,2025-04-23,Germany,19,Metal,Crypto; Rewards; FX Transfer; Vaults,0,12
U02214,2025-12-03,UK,18,Premium,Card Payments; Rewards; Budgeting; FX Transfer,0,11
U02215,2025-11-02,Portugal,20,Standard,FX Transfer,0,47
U02216,2025-04-14,Other,18,Plus,Crypto,1,112
U02217,2025-06-23,UK,58,Plus,Rewards; Vaults; Travel Insurance; Card Payments; Budgeting,0,40
U02218,2025-07-04,France,18,Premium,Rewards,0,4
U02219,2025-04-06,Spain,26,Standard,Crypto,0,6
U02220,2025-08-14,UK,38,Standard,FX Transfer,0,6
U02221,2024-08-01,Germany,36,Plus,Vaults; Stocks,0,90
U02222,2025-06-02,Other,36,Standard,Rewards; Budgeting; Crypto,1,94
U02223,2024-12-25,Germany,33,Standard,Crypto; Rewards,0,67
U02224,2024-08-26,Spain,43,Premium,Card Payments; Vaults,0,3
U02225,2024-01-08,France,31,Plus,Rewards; Travel Insurance,0,53
U02226,2024-05-03,Germany,18,Plus,Crypto; Rewards,0,9
U02227,2025-02-14,France,18,Plus,FX Transfer,0,16
U02228,2024-11-03,Spain,32,Standard,Vaults,0,20
U02229,2024-02-10,Portugal,37,Plus,FX Transfer; Travel Insurance,1,161
U02230,2024-11-29,Poland,42,Plus,Vaults,0,23
U02231,2024-04-13,France,24,Plus,Vaults; Crypto,0,22
U02232,2024-08-14,UK,39,Plus,Budgeting; Stocks,0,33
U02233,2024-09-12,UK,30,Premium,Travel Insurance; Crypto; Card Payments,0,45
U02234,2025-07-01,Portugal,26,Standard,Stocks; Budgeting,0,24
U02235,2024-02-29,Spain,37,Standard,FX Transfer,1,173
U02236,2024-09-10,Poland,38,Standard,Card Payments,1,109
U02237,2025-01-23,Spain,39,Plus,Rewards; Budgeting; Stocks,0,26
U02238,2025-12-11,Germany,51,Premium,Vaults; Budgeting,0,1
U02239,2024-01-27,Portugal,46,Standard,Vaults,1,122
U02240,2025-07-11,Poland,61,Metal,Budgeting; Card Payments; Stocks,0,31
U02241,2025-11-12,France,41,Metal,Vaults; FX Transfer; Rewards; Stocks; Crypto,0,2
U02242,2024-09-19,Portugal,36,Metal,FX Transfer; Travel Insurance; Vaults,1,115
U02243,2024-12-13,Portugal,67,Premium,Stocks; Rewards; FX Transfer; Card Payments,0,78
U02244,2025-10-07,UK,36,Standard,Rewards; Travel Insurance,0,33
U02245,2025-01-09,Other,35,Premium,Rewards; Budgeting,0,33
U02246,2025-08-17,France,35,Plus,Crypto; FX Transfer; Card Payments; Vaults; Budgeting,0,27
U02247,2024-04-12,UK,21,Premium,Travel Insurance,0,30
U02248,2025-09-03,UK,21,Plus,Stocks,0,61
U02249,2025-09-03,UK,33,Metal,Stocks; Travel Insurance,0,5
U02250,2025-01-21,France,20,Plus,FX Transfer; Budgeting; Card Payments,0,44
U02251,2025-05-03,UK,18,Standard,Budgeting,0,2
U02252,2025-05-26,Poland,32,Standard,Stocks; Card Payments,0,9
U02253,2025-09-19,UK,19,Premium,Rewards,0,7
U02254,2025-06-29,UK,37,Standard,Card Payments,0,76
U02255,2024-09-08,UK,33,Plus,Vaults,0,19
U02256,2024-01-22,Poland,33,Standard,Rewards; Vaults; FX Transfer,1,220
U02257,2024-11-16,France,31,Premium,Stocks; Budgeting; Crypto,1,160
U02258,2025-08-08,UK,26,Standard,Stocks,0,45
U02259,2025-03-31,UK,59,Premium,Travel Insurance; Crypto; Stocks,0,2
U02260,2024-07-19,Other,35,Standard,Card Payments; Crypto; Stocks,1,93
U02261,2024-03-26,Poland,39,Premium,Stocks; FX Transfer,0,66
U02262,2024-06-08,Poland,58,Plus,Rewards,0,22
U02263,2024-02-20,Poland,28,Plus,Vaults,0,36
U02264,2024-09-13,France,42,Standard,FX Transfer; Stocks,0,32
U02265,2025-12-15,Spain,34,Standard,Vaults; Budgeting,0,5
U02266,2024-07-19,Poland,38,Metal,Budgeting; Stocks; FX Transfer; Rewards; Card Payments,0,14
U02267,2025-11-13,UK,25,Premium,Rewards; Stocks; Budgeting,0,4
U02268,2024-11-14,France,31,Plus,Stocks; Card Payments,0,29
U02269,2024-11-23,Other,48,Premium,Rewards; Budgeting; FX Transfer,1,103
U02270,2024-05-06,UK,34,Standard,Vaults,0,5
U02271,2025-11-14,Spain,18,Standard,FX Transfer,0,3
U02272,2025-02-15,Germany,36,Premium,Crypto; Budgeting,0,30
U02273,2024-01-28,France,18,Standard,Stocks; Card Payments; Budgeting; Travel Insurance,0,74
U02274,2024-12-10,Spain,40,Premium,Rewards; Vaults,0,37
U02275,2025-04-02,UK,43,Standard,Rewards; Card Payments,0,5
U02276,2024-06-25,Spain,35,Premium,Crypto; Card Payments; Budgeting; FX Transfer; Stocks; Rewards,0,62
U02277,2025-05-08,Portugal,35,Premium,Vaults; Budgeting; Rewards,0,48
U02278,2024-11-11,Portugal,24,Standard,FX Transfer; Stocks,1,136
U02279,2024-11-19,Other,51,Standard,Budgeting,0,36
U02280,2025-02-26,France,18,Plus,Travel Insurance,0,11
U02281,2025-05-22,France,43,Standard,Budgeting,0,31
U02282,2025-03-25,Other,21,Standard,Stocks,0,88
U02283,2025-02-01,Portugal,34,Metal,Budgeting; Crypto; FX Transfer; Stocks; Rewards; Vaults,0,11
U02284,2024-02-16,Portugal,48,Standard,Rewards; Vaults,0,84
U02285,2025-05-06,Spain,27,Plus,FX Transfer; Card Payments; Budgeting,0,5
U02286,2024-04-09,Other,32,Premium,Crypto; FX Transfer; Travel Insurance,0,36
U02287,2025-08-12,Spain,47,Standard,Card Payments,0,24
U02288,2024-09-21,Spain,37,Standard,Card Payments; Rewards,0,59
U02289,2024-03-28,UK,49,Standard,Budgeting,0,12
U02290,2024-09-24,Spain,32,Premium,Rewards; Stocks,0,16
U02291,2025-04-05,UK,52,Plus,Budgeting; FX Transfer,0,73
U02292,2025-07-08,Spain,42,Plus,Stocks; Budgeting,0,11
U02293,2025-09-20,Spain,32,Metal,Vaults; Stocks; Card Payments,0,10
U02294,2024-02-27,Poland,24,Premium,Crypto; FX Transfer; Card Payments; Stocks; Budgeting,1,245
U02295,2025-04-01,Spain,21,Plus,Rewards; Budgeting; Crypto,0,22
U02296,2024-03-31,France,47,Plus,Budgeting,0,38
U02297,2025-01-16,Poland,30,Standard,FX Transfer,0,21
U02298,2024-03-25,UK,51,Plus,Crypto; Vaults,0,9
U02299,2025-07-14,Spain,18,Standard,Vaults; Travel Insurance,0,25
U02300,2025-05-09,Spain,40,Standard,Card Payments; Stocks,0,1
U02301,2025-04-12,UK,40,Plus,FX Transfer; Travel Insurance; Budgeting; Crypto,0,3
U02302,2024-04-19,Spain,36,Plus,FX Transfer; Rewards; Stocks,0,2
U02303,2024-04-29,Spain,32,Standard,Travel Insurance,0,6
U02304,2024-08-02,UK,50,Premium,Rewards; Stocks; Card Payments,0,38
U02305,2024-09-07,Poland,45,Premium,Card Payments; Travel Insurance; Rewards,0,13
U02306,2025-12-08,UK,44,Plus,Budgeting; Stocks,0,9
U02307,2024-05-16,Spain,40,Standard,Crypto,0,15
U02308,2025-05-30,Other,42,Plus,Crypto; Rewards,0,12
U02309,2024-09-23,UK,34,Plus,Stocks; Crypto,1,134
U02310,2024-11-04,Other,26,Plus,Crypto; Travel Insurance,1,154
U02311,2025-05-30,Poland,18,Metal,Budgeting; FX Transfer; Vaults; Card Payments; Travel Insurance; Crypto,0,16
U02312,2024-02-26,Portugal,42,Standard,Card Payments,0,19
U02313,2025-08-20,Poland,28,Metal,Stocks; Rewards; Travel Insurance; Crypto,0,13
U02314,2025-04-04,UK,42,Standard,Rewards,0,21
U02315,2024-04-06,Spain,22,Standard,FX Transfer,1,152
U02316,2025-12-09,Spain,29,Standard,Stocks,0,1
U02317,2024-03-30,Spain,25,Standard,Rewards,0,12
U02318,2024-06-02,Portugal,29,Plus,Budgeting; Card Payments,1,162
U02319,2025-08-22,Other,45,Metal,Vaults; Budgeting; FX Transfer; Crypto; Stocks,0,12
U02320,2025-06-14,Germany,47,Premium,Budgeting; Card Payments; Rewards; Vaults; Travel Insurance,0,8
U02321,2025-07-07,Other,36,Plus,Crypto; Stocks; FX Transfer; Vaults,0,3
U02322,2024-03-28,UK,55,Standard,Stocks,0,4
U02323,2024-01-06,UK,43,Metal,Card Payments; Rewards; Travel Insurance; Budgeting,1,210
U02324,2024-05-07,Poland,40,Metal,Vaults; Budgeting; Card Payments; FX Transfer; Stocks,0,6
U02325,2024-10-03,Spain,41,Plus,Card Payments; FX Transfer; Vaults; Travel Insurance,0,32
U02326,2025-09-13,Poland,18,Plus,Stocks; FX Transfer; Rewards,0,23
U02327,2025-06-01,UK,25,Metal,FX Transfer; Travel Insurance; Stocks; Crypto; Card Payments,0,16
U02328,2024-03-26,Other,41,Standard,Stocks,0,24
U02329,2025-12-08,Poland,36,Plus,Travel Insurance; Vaults; Rewards,0,3
U02330,2025-04-02,Other,27,Premium,Vaults; Card Payments; Travel Insurance,0,4
U02331,2024-02-26,Germany,20,Standard,Vaults; Crypto,0,2
U02332,2025-05-20,France,33,Standard,Crypto,0,23
U02333,2025-08-27,Portugal,53,Plus,FX Transfer,0,12
U02334,2024-11-27,UK,53,Plus,Stocks,0,25
U02335,2025-12-20,Poland,18,Premium,Budgeting; Card Payments; Crypto,0,2
U02336,2025-02-05,Spain,42,Standard,Travel Insurance,0,8
U02337,2024-02-20,Portugal,39,Plus,Travel Insurance; Crypto,0,8
U02338,2025-09-21,Poland,28,Plus,Crypto; Vaults,0,8
U02339,2024-10-12,UK,43,Plus,Card Payments; Budgeting; Vaults; Travel Insurance,0,10
U02340,2024-02-29,Spain,39,Standard,Stocks,0,31
U02341,2024-08-25,Poland,38,Standard,Card Payments,1,315
U02342,2025-05-29,Poland,32,Premium,Crypto; Travel Insurance,0,2
U02343,2025-02-21,UK,34,Plus,Stocks,0,20
U02344,2025-07-20,UK,32,Standard,Rewards,0,31
U02345,2024-05-09,Poland,26,Metal,Card Payments; FX Transfer,0,43
U02346,2024-12-20,Portugal,41,Premium,Travel Insurance,1,248
U02347,2025-10-12,Germany,32,Plus,Budgeting,0,18
U02348,2025-06-22,UK,31,Standard,Stocks,0,11
U02349,2025-03-25,UK,18,Standard,Stocks; FX Transfer,0,18
U02350,2025-07-18,Germany,58,Premium,Vaults; FX Transfer; Card Payments; Rewards,0,57
U02351,2024-10-16,Germany,44,Standard,Crypto,0,27
U02352,2024-09-02,UK,18,Standard,Stocks,0,3
U02353,2024-09-11,UK,34,Plus,Card Payments; FX Transfer; Rewards; Budgeting; Crypto,1,118
U02354,2024-10-02,Spain,24,Plus,Rewards; Crypto,0,57
U02355,2024-12-28,Poland,38,Plus,Budgeting,0,21
U02356,2025-12-11,UK,26,Standard,Rewards; Crypto,0,3
U02357,2024-03-28,UK,31,Standard,Vaults,0,10
U02358,2024-03-07,Germany,42,Standard,FX Transfer; Travel Insurance,1,141
U02359,2024-01-14,Spain,38,Standard,Crypto,0,13
U02360,2025-10-14,Germany,25,Standard,Budgeting; Vaults; Card Payments; FX Transfer,0,5
U02361,2024-08-05,UK,18,Standard,Stocks,1,95
U02362,2024-08-15,Spain,39,Premium,Card Payments; Rewards; Budgeting; Stocks,0,25
U02363,2025-08-24,Germany,70,Premium,FX Transfer; Card Payments; Rewards; Stocks,0,31
U02364,2025-09-13,UK,18,Premium,Crypto; Budgeting; Stocks; Vaults; Rewards,0,5
U02365,2025-06-15,Poland,56,Plus,Stocks; Budgeting; Card Payments; FX Transfer,0,47
U02366,2025-08-19,Portugal,36,Premium,Crypto; Travel Insurance,0,3
U02367,2024-12-27,Portugal,47,Standard,Stocks,0,76
U02368,2024-06-06,Poland,29,Plus,FX Transfer,0,4
U02369,2024-10-31,UK,18,Premium,Card Payments; FX Transfer,0,11
U02370,2025-09-17,UK,48,Standard,Card Payments,0,5
U02371,2024-10-30,UK,24,Standard,Rewards; Crypto; Stocks; Vaults,1,95
U02372,2024-03-21,UK,23,Plus,FX Transfer; Budgeting; Vaults,0,8
U02373,2025-10-05,Portugal,26,Standard,FX Transfer,0,35
U02374,2024-09-25,Poland,34,Premium,Card Payments,0,14
U02375,2024-11-05,UK,37,Standard,Crypto,0,6
U02376,2024-04-09,France,28,Plus,Budgeting; Crypto,0,56
U02377,2024-09-04,UK,37,Standard,FX Transfer,0,50
U02378,2025-04-08,France,23,Metal,Travel Insurance; Crypto; Budgeting; Stocks,0,19
U02379,2024-08-29,Poland,40,Premium,FX Transfer; Vaults; Crypto,0,67
U02380,2025-01-21,UK,18,Standard,Card Payments; Stocks,0,14
U02381,2024-10-18,Poland,36,Metal,Travel Insurance; FX Transfer; Stocks; Budgeting; Crypto,1,173
U02382,2025-10-11,Other,45,Standard,Travel Insurance; Crypto,0,56
U02383,2025-05-14,UK,32,Plus,Vaults; Travel Insurance; Card Payments; Stocks,0,66
U02384,2025-05-25,Other,36,Standard,Rewards,0,43
U02385,2025-10-21,UK,27,Standard,Crypto,0,3
U02386,2024-12-09,Germany,18,Standard,Travel Insurance; Stocks; FX Transfer,1,104
U02387,2025-10-22,France,42,Premium,Stocks,0,8
U02388,2024-04-04,UK,18,Standard,Vaults; Travel Insurance,0,54
U02389,2024-02-16,Germany,44,Standard,FX Transfer; Rewards,1,123
U02390,2024-07-04,Germany,43,Plus,Travel Insurance; Card Payments; FX Transfer,0,2
U02391,2025-10-27,Spain,29,Premium,Budgeting; Rewards; Card Payments; FX Transfer; Vaults,0,7
U02392,2025-08-28,Other,26,Standard,Budgeting,0,14
U02393,2025-10-15,Germany,18,Standard,Crypto,0,33
U02394,2025-09-08,Poland,36,Standard,Crypto,0,5
U02395,2024-03-23,Spain,42,Metal,Crypto; Budgeting; FX Transfer; Travel Insurance,0,23
U02396,2025-11-09,Poland,22,Standard,Travel Insurance,0,3
U02397,2024-11-10,Spain,24,Metal,FX Transfer; Stocks; Crypto; Card Payments; Vaults,0,36
U02398,2025-06-20,UK,40,Standard,Card Payments,0,7
U02399,2024-01-12,UK,23,Plus,Budgeting; Vaults,0,69
U02400,2025-10-08,France,28,Standard,Vaults; Stocks,0,9
U02401,2024-11-11,Spain,36,Standard,Rewards,1,281
U02402,2025-07-26,Poland,19,Standard,Stocks,0,41
U02403,2025-07-28,France,31,Standard,Crypto; Card Payments; FX Transfer,0,18
U02404,2024-09-02,Germany,40,Standard,Crypto; Stocks,0,30
U02405,2025-07-02,Portugal,35,Plus,Vaults; Stocks,0,11
U02406,2024-06-16,UK,22,Premium,Stocks; FX Transfer; Budgeting; Travel Insurance; Rewards,0,62
U02407,2024-05-30,UK,39,Standard,Rewards,0,37
U02408,2025-09-26,Spain,40,Premium,FX Transfer,0,10
U02409,2024-09-14,Spain,25,Plus,Card Payments,1,145
U02410,2025-05-20,Portugal,30,Standard,Crypto,0,2
U02411,2025-01-19,Germany,18,Metal,Budgeting; Rewards; Vaults; Crypto; Travel Insurance,0,50
U02412,2024-02-14,Germany,25,Plus,Budgeting; FX Transfer; Stocks,0,1
U02413,2024-10-21,Spain,18,Standard,Rewards; Crypto; Travel Insurance; FX Transfer,1,103
U02414,2024-06-02,Poland,35,Plus,FX Transfer; Travel Insurance,0,13
U02415,2025-02-28,UK,46,Standard,Budgeting,0,66
U02416,2025-07-04,UK,41,Standard,FX Transfer,0,47
U02417,2024-04-20,Spain,27,Standard,Crypto,0,1
U02418,2025-04-05,Germany,32,Standard,Budgeting,0,14
U02419,2025-01-31,UK,55,Plus,Travel Insurance; Rewards,0,11
U02420,2025-03-02,Spain,32,Standard,Crypto; FX Transfer; Budgeting,0,49
U02421,2025-04-25,France,32,Metal,Card Payments; Rewards; Stocks; Crypto; Vaults,0,32
U02422,2025-01-09,Poland,36,Standard,Vaults; Budgeting; Rewards,0,7
U02423,2024-01-17,UK,32,Standard,Rewards,1,256
U02424,2024-04-01,Spain,19,Plus,Crypto; Rewards,0,79
U02425,2024-12-11,Germany,35,Plus,Card Payments,0,18
U02426,2024-10-03,UK,18,Plus,FX Transfer; Vaults; Travel Insurance,0,89
U02427,2025-12-20,Spain,46,Standard,FX Transfer; Rewards; Stocks,0,2
U02428,2024-09-19,Spain,27,Standard,Vaults; Stocks,0,50
U02429,2025-04-28,Germany,43,Plus,Rewards; Card Payments,0,87
U02430,2024-01-07,Germany,40,Plus,Card Payments,0,11
U02431,2025-02-27,UK,42,Plus,Crypto; Budgeting; FX Transfer,0,24
U02432,2024-02-21,UK,36,Plus,FX Transfer; Stocks,0,53
U02433,2024-10-03,Spain,33,Standard,Travel Insurance; Stocks,0,14
U02434,2025-09-08,Germany,33,Premium,Stocks; Card Payments; Travel Insurance,0,6
U02435,2025-04-11,UK,34,Standard,FX Transfer,0,18
U02436,2025-02-08,UK,34,Premium,Crypto,1,100
U02437,2025-02-18,UK,53,Standard,Budgeting,0,12
U02438,2025-03-21,Portugal,45,Plus,Crypto; Travel Insurance; Budgeting,0,33
U02439,2025-08-05,UK,42,Standard,Vaults; Travel Insurance,0,9
U02440,2024-06-06,France,25,Standard,Budgeting,1,102
U02441,2024-02-09,Other,30,Standard,Rewards,1,170
U02442,2024-04-14,Germany,18,Standard,Card Payments,1,106
U02443,2025-07-09,Germany,37,Standard,Card Payments,0,84
U02444,2025-09-27,Germany,35,Premium,Card Payments; Budgeting,0,10
U02445,2025-07-17,UK,48,Standard,FX Transfer; Card Payments,0,45
U02446,2024-07-21,Poland,29,Standard,FX Transfer,0,8
U02447,2024-06-12,France,51,Plus,FX Transfer,0,64
U02448,2025-10-10,France,31,Plus,Rewards,0,5
U02449,2025-10-25,Poland,45,Plus,Vaults; Stocks,0,46
U02450,2024-11-06,Other,20,Standard,Card Payments,1,150
U02451,2025-03-29,UK,34,Metal,Travel Insurance; Crypto; Budgeting; Rewards; Stocks; Card Payments,0,14
U02452,2024-11-17,UK,24,Standard,Stocks,0,31
U02453,2025-09-02,UK,30,Premium,Crypto,0,3
U02454,2024-05-31,Spain,31,Standard,Card Payments; Stocks; Crypto; FX Transfer; Budgeting,0,41
U02455,2024-07-24,Spain,43,Standard,FX Transfer,1,107
U02456,2025-12-22,Spain,45,Standard,Card Payments; Rewards,0,2
U02457,2025-04-12,Spain,36,Standard,Vaults; Rewards,0,15
U02458,2025-09-04,Portugal,36,Plus,Budgeting,0,3
U02459,2025-06-04,Spain,31,Premium,Vaults; Crypto,1,93
U02460,2025-02-27,France,34,Metal,Budgeting; FX Transfer; Card Payments,0,88
U02461,2025-01-30,Germany,28,Standard,Travel Insurance,0,69
U02462,2025-09-11,Other,43,Standard,Card Payments,0,19
U02463,2024-05-12,Germany,26,Premium,FX Transfer; Budgeting; Vaults; Crypto,0,51
U02464,2024-02-04,Germany,27,Plus,Stocks; Crypto,0,11
U02465,2024-03-06,UK,28,Standard,FX Transfer; Vaults,0,31
U02466,2024-12-27,France,31,Metal,Budgeting; Stocks; Travel Insurance,1,97
U02467,2024-08-15,Other,21,Standard,Stocks; Card Payments,0,42
U02468,2025-04-30,UK,42,Standard,FX Transfer,0,3
U02469,2025-08-05,Germany,30,Standard,FX Transfer,0,72
U02470,2024-02-21,Germany,26,Standard,Crypto; Budgeting; Travel Insurance,0,73
U02471,2025-08-26,UK,26,Premium,Rewards; Card Payments; FX Transfer,0,11
U02472,2025-03-14,Germany,51,Plus,Stocks; FX Transfer; Crypto; Rewards; Vaults,0,20
U02473,2024-02-08,Portugal,18,Plus,Budgeting,0,31
U02474,2025-01-01,Poland,46,Premium,Vaults; FX Transfer; Rewards,0,33
U02475,2024-05-19,Portugal,60,Standard,Budgeting; Rewards,1,179
U02476,2025-07-16,UK,34,Standard,Card Payments,0,4
U02477,2024-10-02,Spain,27,Premium,FX Transfer; Travel Insurance; Crypto; Vaults,0,18
U02478,2025-11-08,UK,36,Standard,Travel Insurance,0,25
U02479,2024-08-14,Spain,35,Standard,FX Transfer; Card Payments; Stocks,0,72
U02480,2025-12-11,Germany,33,Plus,Travel Insurance; Stocks,0,1
U02481,2025-03-30,Poland,29,Standard,Vaults,0,53
U02482,2024-08-04,Poland,32,Plus,Rewards; Budgeting,1,157
U02483,2024-07-14,Poland,53,Standard,Budgeting,1,160
U02484,2025-02-03,UK,48,Premium,FX Transfer,0,9
U02485,2024-07-12,Spain,23,Plus,Budgeting,0,10
U02486,2025-04-04,UK,31,Standard,Travel Insurance,0,25
U02487,2024-09-12,Portugal,26,Metal,Crypto; Stocks,0,2
U02488,2025-10-04,Other,42,Premium,Crypto; Stocks; Budgeting; Travel Insurance; Card Payments,0,25
U02489,2025-03-19,UK,36,Plus,FX Transfer; Rewards,0,33
U02490,2025-06-17,Poland,51,Standard,Crypto,0,57
U02491,2024-06-11,Poland,35,Plus,FX Transfer,0,79
U02492,2025-06-18,Spain,24,Standard,Travel Insurance,0,2
U02493,2024-05-15,UK,23,Standard,Rewards; Budgeting,0,81
U02494,2024-01-31,UK,40,Standard,Stocks,0,78
U02495,2025-09-20,Poland,35,Standard,Rewards,0,15
U02496,2025-04-19,Germany,43,Premium,Budgeting; Vaults; Stocks,0,7
U02497,2025-11-12,UK,50,Plus,FX Transfer,0,10
U02498,2025-02-01,Portugal,31,Premium,FX Transfer,0,86
U02499,2024-07-19,Spain,44,Premium,Vaults; Rewards,0,37
U02500,2024-04-16,Germany,58,Standard,FX Transfer,0,54
U02501,2025-09-12,Poland,51,Plus,Stocks; Vaults,0,6
U02502,2025-07-16,Poland,45,Standard,Vaults,0,26
U02503,2024-07-18,Poland,25,Premium,Vaults; Stocks; Rewards,0,44
U02504,2025-03-21,UK,35,Standard,Card Payments; Vaults; Travel Insurance,0,7
U02505,2025-09-18,UK,47,Premium,FX Transfer; Card Payments; Crypto; Vaults; Stocks,0,10
U02506,2025-03-05,Spain,47,Premium,Stocks; FX Transfer,0,6
U02507,2025-03-23,Spain,32,Standard,Stocks,0,75
U02508,2025-03-21,Portugal,22,Standard,Crypto; Card Payments,0,12
U02509,2024-07-20,UK,50,Premium,Card Payments; Crypto,0,25
U02510,2024-04-07,UK,30,Metal,Card Payments; FX Transfer,0,41
U02511,2025-08-20,UK,50,Plus,Crypto; Vaults; Budgeting,0,23
U02512,2025-04-17,UK,29,Standard,Budgeting,1,99
U02513,2024-02-17,UK,35,Standard,Travel Insurance,0,31
U02514,2025-08-19,Spain,31,Plus,Travel Insurance,0,25
U02515,2024-11-20,UK,37,Standard,Crypto,0,9
U02516,2024-10-26,Portugal,45,Metal,Travel Insurance; Stocks; Crypto; FX Transfer,0,3
U02517,2024-11-08,UK,30,Premium,Vaults; Card Payments; Travel Insurance; Rewards,0,77
U02518,2025-12-08,Poland,25,Standard,Rewards,0,2
U02519,2025-05-09,Spain,38,Standard,Budgeting,0,31
U02520,2025-02-20,Portugal,34,Standard,Vaults,0,11
U02521,2024-06-06,Spain,33,Standard,Budgeting,0,70
U02522,2024-12-14,Portugal,32,Plus,Vaults; Budgeting,0,31
U02523,2024-10-12,Portugal,18,Premium,Rewards,0,18
